pm25,pm10,o3,co,no2,so2
23.0,56.36904495638559,4.394690265486726,0.5826802147239263,6.817531305903399,1.0
29.0,56.378438828002686,4.390560471976402,0.5825766871165644,6.810375670840788,1.0
30.0,56.38783269961977,4.386430678466077,0.5824731595092024,6.803220035778175,1.0
37.0,56.39722657123686,4.382300884955752,0.5823696319018404,6.796064400715563,1.0
35.0,56.40662044285395,4.378171091445427,0.5822661042944786,6.788908765652952,1.0
36.0,56.416014314471035,4.374041297935103,0.5821625766871166,6.7817531305903405,1.0
32.0,56.42540818608812,4.369911504424779,0.5820590490797546,6.774597495527727,1.0
30.0,56.43480205770521,4.3657817109144545,0.5819555214723926,6.767441860465116,1.0
29.0,56.4441959293223,4.36165191740413,0.5818519938650306,6.7602862254025045,1.0
27.0,56.45358980093938,4.357522123893805,0.5817484662576686,6.753130590339893,1.0
27.0,56.462983672556476,4.353392330383481,0.5816449386503068,6.745974955277282,1.0
23.0,56.47237754417356,4.349262536873157,0.5815414110429448,6.7388193202146685,1.0
30.0,56.481771415790654,4.345132743362832,0.5814378834355828,6.731663685152057,1.0
29.0,56.49116528740774,4.341002949852507,0.5813343558282208,6.724508050089446,1.0
42.0,56.500559159024824,4.3368731563421825,0.5812308282208589,6.717352415026834,1.0
43.0,56.50995303064192,4.332743362831859,0.5811273006134969,6.710196779964221,1.0
47.0,56.519346902259,4.328613569321535,0.581023773006135,6.70304114490161,1.0
40.0,56.52874077387609,4.32448377581121,0.580920245398773,6.695885509838998,1.0
40.0,56.53813464549318,4.320353982300885,0.580816717791411,6.688729874776387,1.0
33.0,56.547528517110266,4.31622418879056,0.580713190184049,6.681574239713775,1.0
29.0,56.55692238872735,4.312094395280236,0.5806096625766871,6.674418604651162,1.0
27.0,56.56631626034444,4.307964601769911,0.5805061349693251,6.667262969588551,1.0
32.0,56.57571013196153,4.303834808259587,0.5804026073619631,6.660107334525939,1.0
31.0,56.58510400357862,4.299705014749263,0.5802990797546012,6.652951699463328,1.0
28.0,56.59449787519571,4.295575221238938,0.5801955521472393,6.645796064400715,1.0
23.0,56.60389174681279,4.291445427728614,0.5800920245398773,6.638640429338103,1.0
27.0,56.613285618429884,4.287315634218289,0.5799884969325153,6.631484794275492,1.0
41.0,56.62267949004697,4.283185840707965,0.5798849693251533,6.624329159212881,1.0
33.0,56.632073361664055,4.27905604719764,0.5797814417177913,6.617173524150269,1.0
28.0,56.64146723328115,4.274926253687315,0.5796779141104293,6.610017889087656,1.0
28.0,56.65086110489823,4.2707964601769905,0.5795743865030675,6.602862254025045,1.0
24.0,56.66025497651532,4.266666666666667,0.5794708588957055,6.595706618962433,1.0
22.0,56.66964884813241,4.262536873156343,0.5793673312883435,6.588550983899822,1.0
19.0,56.679042719749496,4.258407079646018,0.5792638036809816,6.581395348837209,1.0
21.0,56.68843659136658,4.254277286135693,0.5791602760736196,6.574239713774597,1.0
21.0,56.697830462983674,4.250147492625368,0.5790567484662577,6.567084078711986,1.0
26.0,56.70722433460076,4.246017699115044,0.5789532208588957,6.559928443649374,1.0
23.0,56.716618206217845,4.24188790560472,0.5788496932515337,6.552772808586761,1.0
41.0,56.72601207783494,4.2377581120943955,0.5787461656441717,6.54561717352415,1.0
40.0,56.73540594945202,4.233628318584071,0.5786426380368098,6.538461538461538,1.0
39.0,56.74479982106911,4.229498525073746,0.5785391104294478,6.531305903398927,1.0
31.0,56.7541936926862,4.225368731563422,0.5784355828220858,6.5241502683363155,1.0
35.0,56.763587564303286,4.221238938053098,0.5783320552147239,6.516994633273702,1.0
43.0,56.77298143592038,4.217109144542773,0.578228527607362,6.509838998211091,1.0
36.0,56.782375307537464,4.212979351032448,0.578125,6.5026833631484795,1.0
26.0,56.79176917915455,4.208849557522123,0.578021472392638,6.495527728085868,1.0
29.0,56.80116305077164,4.2047197640117995,0.577917944785276,6.488372093023255,1.0
27.0,56.81055692238873,4.2005899705014755,0.577814417177914,6.4812164579606435,1.0
33.0,56.81995079400581,4.196460176991151,0.577710889570552,6.474060822898032,1.0
33.0,56.829344665622905,4.192330383480826,0.5776073619631902,6.466905187835421,1.0
26.0,56.83873853723999,4.188200589970501,0.5775038343558282,6.459749552772809,1.0
32.0,56.848132408857076,4.184070796460177,0.5774003067484662,6.452593917710196,1.0
27.0,56.85752628047417,4.179941002949853,0.5772967791411042,6.445438282647585,1.0
22.0,56.866920152091254,4.175811209439528,0.5771932515337423,6.438282647584973,1.0
26.0,56.876314023708346,4.1716814159292035,0.5770897239263804,6.431127012522362,1.0
21.0,56.88570789532543,4.167551622418879,0.5769861963190184,6.423971377459749,1.0
18.0,56.89510176694252,4.163421828908555,0.5768826687116564,6.416815742397137,1.0
23.0,56.90449563855961,4.159292035398231,0.5767791411042944,6.409660107334526,1.0
21.0,56.913889510176695,4.155162241887906,0.5766756134969324,6.402504472271914,1.0
21.0,56.92328338179378,4.151032448377581,0.5765720858895705,6.395348837209303,1.0
19.0,56.93267725341087,4.146902654867256,0.5764685582822086,6.38819320214669,1.0
27.0,56.94207112502796,4.142772861356932,0.5763650306748466,6.381037567084078,1.0
45.0,56.95146499664504,4.1386430678466075,0.5762615030674847,6.373881932021467,1.0
42.0,56.960858868262136,4.134513274336284,0.5761579754601227,6.366726296958856,1.0
36.0,56.97025273987922,4.130383480825959,0.5760544478527607,6.359570661896242,1.0
32.0,56.97964661149631,4.126253687315634,0.5759509202453987,6.352415026833631,1.0
31.0,56.9890404831134,4.12212389380531,0.5758473926380367,6.34525939177102,1.0
32.0,56.998434354730485,4.117994100294985,0.5757438650306748,6.338103756708408,1.0
35.0,57.00782822634757,4.113864306784661,0.5756403374233129,6.330948121645797,1.0
37.0,57.01722209796466,4.109734513274336,0.5755368098159509,6.323792486583184,1.0
28.0,57.02661596958175,4.1056047197640115,0.5754332822085889,6.316636851520572,1.0
33.0,57.03600984119883,4.101474926253688,0.5753297546012269,6.309481216457961,1.0
29.0,57.045403712815926,4.097345132743363,0.575226226993865,6.302325581395349,1.0
29.0,57.05479758443301,4.093215339233039,0.5751226993865031,6.295169946332736,1.0
27.0,57.064191456050104,4.089085545722714,0.5750191717791411,6.288014311270125,1.0
33.0,57.07358532766719,4.084955752212389,0.5749156441717791,6.280858676207513,1.0
31.0,57.082979199284274,4.080825958702064,0.5748121165644171,6.273703041144902,1.0
31.0,57.09237307090137,4.07669616519174,0.5747085889570551,6.2665474060822905,1.0
28.0,57.10176694251845,4.072566371681416,0.5746050613496932,6.259391771019677,1.0
23.0,57.11116081413554,4.068436578171092,0.5745015337423313,6.252236135957066,1.0
20.0,57.12055468575263,4.064306784660767,0.5743980061349693,6.2450805008944545,1.0
15.0,57.129948557369715,4.060176991150442,0.5742944785276074,6.237924865831843,1.0
17.0,57.1393424289868,4.056047197640118,0.5741909509202454,6.23076923076923,1.0
16.0,57.14873630060389,4.051917404129794,0.5740874233128834,6.2236135957066185,1.0
20.0,57.15813017222098,4.047787610619469,0.5739838957055214,6.216457960644007,1.0
12.0,57.16752404383807,4.043657817109144,0.5738803680981595,6.209302325581396,1.0
16.0,57.17691791545516,4.03952802359882,0.5737768404907975,6.202146690518784,1.0
18.0,57.18631178707224,4.035398230088496,0.5736733128834355,6.194991055456171,1.0
21.0,57.195705658689334,4.031268436578172,0.5735697852760736,6.18783542039356,1.0
17.0,57.20509953030642,4.027138643067847,0.5734662576687116,6.180679785330948,1.0
16.0,57.214493401923505,4.023008849557522,0.5733627300613496,6.173524150268337,1.0
10.0,57.2238872735406,4.018879056047197,0.5732592024539878,6.166368515205724,1.0
11.0,57.23328114515768,4.014749262536873,0.5731556748466258,6.159212880143112,1.0
12.0,57.24267501677477,4.010619469026549,0.5730521472392638,6.152057245080501,1.0
11.0,57.25206888839186,4.0064896755162245,0.5729486196319018,6.1449016100178895,1.0
16.0,57.261462760008946,4.0023598820059,0.5728450920245398,6.137745974955278,1.0
9.0,57.27085663162603,3.9982300884955757,0.5727415644171778,6.130590339892665,1.0
12.0,57.280250503243124,3.994100294985251,0.572638036809816,6.1234347048300535,1.0
9.0,57.28964437486021,3.989970501474926,0.572534509202454,6.116279069767442,1.0
13.0,57.299038246477295,3.985840707964602,0.572430981595092,6.109123434704831,1.0
17.0,57.30843211809439,3.9817109144542773,0.57232745398773,6.1019677996422175,1.0
14.0,57.31782598971147,3.9775811209439524,0.5722239263803681,6.094812164579606,1.0
25.0,57.32721986132856,3.9734513274336285,0.5721203987730061,6.087656529516995,1.0
17.0,57.33661373294565,3.9693215339233037,0.5720168711656441,6.080500894454383,1.0
12.0,57.346007604562736,3.9651917404129797,0.5719133435582822,6.073345259391772,1.0
13.0,57.35540147617983,3.961061946902655,0.5718098159509202,6.066189624329159,1.0
12.0,57.364795347796914,3.95693215339233,0.5717062883435582,6.059033989266547,1.0
18.0,57.374189219414,3.952802359882006,0.5716027607361963,6.051878354203936,1.0
10.0,57.38358309103109,3.9486725663716813,0.5714992331288343,6.044722719141324,1.0
13.0,57.39297696264818,3.9445427728613573,0.5713957055214723,6.037567084078711,1.0
13.0,57.40237083426526,3.9404129793510325,0.5712921779141105,6.0304114490161,1.0
11.0,57.411764705882355,3.9362831858407077,0.5711886503067485,6.023255813953488,1.0
12.0,57.42115857749944,3.9321533923303837,0.5710851226993865,6.016100178890877,1.0
10.0,57.430552449116526,3.928023598820059,0.5709815950920245,6.008944543828264,1.0
9.0,57.43994632073362,3.923893805309735,0.5708780674846625,6.001788908765652,1.0
10.0,57.449340192350704,3.91976401179941,0.5707745398773005,5.994633273703041,1.0
9.0,57.458734063967796,3.9156342182890853,0.5706710122699385,5.98747763864043,1.0
8.0,57.46812793558488,3.9115044247787614,0.5705674846625767,5.980322003577818,1.0
9.0,57.47752180720197,3.9073746312684365,0.5704639570552147,5.973166368515205,1.0
8.0,57.48691567881906,3.9032448377581126,0.5703604294478527,5.966010733452594,1.0
9.0,57.496309550436145,3.8991150442477878,0.5702569018404908,5.958855098389982,1.0
13.0,57.50570342205323,3.894985250737463,0.5701533742331288,5.951699463327371,1.0
14.0,57.51509729367032,3.890855457227139,0.5700498466257669,5.944543828264758,1.0
14.0,57.52449116528741,3.886725663716814,0.5699463190184049,5.937388193202146,1.0
16.0,57.53388503690449,3.8825958702064893,0.5698427914110429,5.930232558139535,1.0
11.0,57.543278908521586,3.8784660766961654,0.5697392638036809,5.923076923076923,1.0
13.0,57.55267278013867,3.8743362831858406,0.569635736196319,5.915921288014312,1.0
9.0,57.56206665175576,3.8702064896755166,0.569532208588957,5.908765652951699,1.0
12.0,57.57146052337285,3.866076696165192,0.569428680981595,5.901610017889087,1.0
8.0,57.580854394989935,3.861946902654867,0.5693251533742331,5.894454382826476,1.0
8.0,57.59024826660702,3.857817109144543,0.5692216257668712,5.8872987477638645,1.0
11.0,57.59964213822411,3.853687315634218,0.5691180981595092,5.880143112701251,1.0
12.0,57.6090360098412,3.8495575221238942,0.5690145705521472,5.87298747763864,1.0
14.0,57.61842988145828,3.8454277286135694,0.5689110429447852,5.8658318425760285,1.0
25.0,57.627823753075376,3.8412979351032446,0.5688075153374232,5.858676207513417,1.0
29.0,57.63721762469246,3.8371681415929206,0.5687039877300613,5.851520572450806,1.0
20.0,57.646611496309546,3.833038348082596,0.5686004601226994,5.8443649373881925,1.0
17.0,57.65600536792664,3.828908554572272,0.5684969325153374,5.837209302325581,1.0
19.0,57.665399239543724,3.824778761061947,0.5683934049079754,5.83005366726297,1.0
13.0,57.67479311116082,3.820648967551622,0.5682898773006135,5.822898032200358,1.0
10.0,57.6841869827779,3.8165191740412983,0.5681863496932515,5.815742397137745,1.0
10.0,57.69358085439499,3.8123893805309734,0.5680828220858896,5.808586762075134,1.0
6.0,57.70297472601208,3.8082595870206486,0.5679792944785276,5.801431127012522,1.0
5.0,57.712368597629165,3.8041297935103247,0.5678757668711656,5.794275491949911,1.0
7.0,57.72176246924625,3.8,0.5677722392638036,5.7871198568872995,1.0
8.0,57.73115634086334,3.795870206489676,0.5676687116564416,5.779964221824686,1.0
8.0,57.74055021248043,3.791740412979351,0.5675651840490797,5.772808586762075,1.0
9.0,57.74994408409752,3.787610619469026,0.5674616564417178,5.7656529516994635,1.0
9.0,57.75933795571461,3.7834808259587023,0.5673581288343558,5.758497316636852,1.0
10.0,57.76873182733169,3.7793510324483774,0.5672546012269939,5.751341681574239,1.0
11.0,57.778125698948784,3.7752212389380535,0.5671510736196319,5.7441860465116275,1.0
14.0,57.78751957056587,3.7710914454277287,0.5670475460122699,5.737030411449016,1.0
11.0,57.796913442182955,3.766961651917404,0.5669440184049079,5.729874776386405,1.0
12.0,57.80630731380005,3.76283185840708,0.566840490797546,5.722719141323793,1.0
10.0,57.81570118541713,3.758702064896755,0.566736963190184,5.71556350626118,1.0
8.0,57.82509505703422,3.754572271386431,0.5666334355828221,5.708407871198569,1.0
8.0,57.83448892865131,3.7504424778761063,0.5665299079754601,5.701252236135957,1.0
10.0,57.843882800268396,3.7463126843657815,0.5664263803680981,5.694096601073346,1.0
17.0,57.85327667188548,3.7421828908554575,0.5663228527607361,5.686940966010733,1.0
16.0,57.862670543502574,3.7380530973451327,0.5662193251533743,5.679785330948121,1.0
17.0,57.87206441511966,3.7339233038348087,0.5661157975460123,5.67262969588551,1.0
14.0,57.881458286736745,3.729793510324484,0.5660122699386503,5.665474060822898,1.0
12.0,57.89085215835384,3.725663716814159,0.5659087423312883,5.658318425760287,1.0
10.0,57.90024602997092,3.721533923303835,0.5658052147239263,5.651162790697674,1.0
10.0,57.90963990158801,3.7174041297935103,0.5657016871165643,5.644007155635062,1.0
11.0,57.9190337732051,3.7132743362831855,0.5655981595092024,5.636851520572451,1.0
8.0,57.928427644822186,3.7091445427728615,0.5654946319018405,5.62969588550984,1.0
7.0,57.93782151643927,3.7050147492625367,0.5653911042944785,5.622540250447226,1.0
9.0,57.947215388056364,3.7008849557522128,0.5652875766871166,5.615384615384615,1.0
7.0,57.95660925967345,3.696755162241888,0.5651840490797546,5.608228980322004,1.0
11.0,57.96600313129054,3.692625368731563,0.5650805214723926,5.601073345259392,1.0
9.0,57.97539700290763,3.688495575221239,0.5649769938650306,5.593917710196781,1.0
11.0,57.98479087452471,3.6843657817109143,0.5648734662576687,5.586762075134168,1.0
11.0,57.994184746141805,3.6802359882005904,0.5647699386503067,5.579606440071556,1.0
10.0,58.00357861775889,3.6761061946902656,0.5646664110429448,5.572450805008945,1.0
8.0,58.01297248937598,3.6719764011799407,0.5645628834355828,5.565295169946333,1.0
7.0,58.02236636099307,3.667846607669617,0.5644593558282208,5.55813953488372,1.0
8.0,58.031760232610154,3.663716814159292,0.5643558282208588,5.550983899821109,1.0
13.0,58.041154104227246,3.659587020648968,0.564252300613497,5.543828264758497,1.0
11.0,58.05054797584433,3.655457227138643,0.564148773006135,5.536672629695886,1.0
15.0,58.05994184746142,3.6513274336283184,0.564045245398773,5.5295169946332745,1.0
13.0,58.06933571907851,3.6471976401179944,0.563941717791411,5.522361359570661,1.0
18.0,58.078729590695595,3.6430678466076696,0.563838190184049,5.51520572450805,1.0
22.0,58.08812346231268,3.6389380530973447,0.563734662576687,5.5080500894454385,1.0
19.0,58.09751733392977,3.634808259587021,0.5636311349693252,5.500894454382827,1.0
15.0,58.10691120554686,3.630678466076696,0.5635276073619632,5.493738819320214,1.0
20.0,58.11630507716394,3.626548672566372,0.5634240797546012,5.4865831842576025,1.0
15.0,58.125698948781036,3.622418879056047,0.5633205521472392,5.479427549194991,1.0
12.0,58.13509282039812,3.6182890855457224,0.5632170245398773,5.47227191413238,1.0
16.0,58.14448669201521,3.6141592920353984,0.5631134969325153,5.465116279069768,1.0
12.0,58.1538805636323,3.6100294985250736,0.5630099693251533,5.457960644007155,1.0
11.0,58.163274435249384,3.6058997050147497,0.5629064417177914,5.450805008944544,1.0
9.0,58.17266830686647,3.601769911504425,0.5628029141104294,5.443649373881932,1.0
10.0,58.18206217848356,3.5976401179941,0.5626993865030674,5.436493738819321,1.0
10.0,58.19145605010065,3.593510324483776,0.5625958588957055,5.429338103756708,1.0
11.0,58.20084992171773,3.5893805309734512,0.5624923312883435,5.422182468694096,1.0
11.0,58.210243793334826,3.5852507374631273,0.5623888036809815,5.415026833631485,1.0
13.0,58.21963766495191,3.5811209439528024,0.5622852760736197,5.407871198568873,1.0
11.0,58.229031536568996,3.5769911504424776,0.5621817484662577,5.40071556350626,1.0
15.0,58.23842540818609,3.5728613569321537,0.5620782208588957,5.393559928443649,1.0
12.0,58.247819279803174,3.568731563421829,0.5619746932515337,5.386404293381037,1.0
11.0,58.25721315142026,3.564601769911505,0.5618711656441717,5.379248658318426,1.0
11.0,58.26660702303735,3.56047197640118,0.5617676380368097,5.372093023255815,1.0
11.0,58.27600089465444,3.5563421828908552,0.5616641104294479,5.364937388193201,1.0
13.0,58.28539476627153,3.5522123893805313,0.5615605828220859,5.35778175313059,1.0
13.0,58.294788637888615,3.5480825958702065,0.5614570552147239,5.350626118067979,1.0
19.0,58.3041825095057,3.5439528023598816,0.5613535276073619,5.343470483005367,1.0
12.0,58.31357638112279,3.5398230088495577,0.56125,5.336314847942754,1.0
13.0,58.32297025273988,3.535693215339233,0.561146472392638,5.329159212880143,1.0
13.0,58.33236412435697,3.531563421828909,0.561042944785276,5.322003577817531,1.0
14.0,58.341757995974056,3.527433628318584,0.5609394171779141,5.31484794275492,1.0
12.0,58.35115186759114,3.5233038348082593,0.5608358895705521,5.307692307692308,1.0
12.0,58.360545739208234,3.5191740412979353,0.5607323619631901,5.300536672629695,1.0
18.0,58.36993961082532,3.5150442477876105,0.5606288343558282,5.293381037567084,1.0
17.0,58.379333482442405,3.5109144542772865,0.5605253067484662,5.286225402504472,1.0
14.0,58.3887273540595,3.5067846607669617,0.5604217791411042,5.279069767441861,1.0
13.0,58.39812122567658,3.502654867256637,0.5603182515337423,5.271914132379248,1.0
12.0,58.40751509729367,3.498525073746313,0.5602147239263804,5.264758497316636,1.0
13.0,58.41690896891076,3.494395280235988,0.5601111963190184,5.257602862254025,1.0
15.0,58.426302840527846,3.490265486725664,0.5600076687116564,5.2504472271914135,1.0
17.0,58.43569671214493,3.4861356932153393,0.5599041411042944,5.243291592128802,1.0
11.0,58.445090583762024,3.4820058997050145,0.5598006134969324,5.236135957066189,1.0
7.0,58.45448445537911,3.4778761061946906,0.5596970858895705,5.2289803220035775,1.0
15.0,58.463878326996195,3.4737463126843657,0.5595935582822086,5.221824686940966,1.0
11.0,58.47327219861329,3.469616519174042,0.5594900306748466,5.214669051878355,1.0
10.0,58.48266607023037,3.465486725663717,0.5593865030674846,5.2075134168157415,1.0
11.0,58.49205994184746,3.461356932153392,0.5592829754601227,5.20035778175313,1.0
14.0,58.50145381346455,3.457227138643068,0.5591794478527607,5.193202146690519,1.0
11.0,58.510847685081636,3.4530973451327434,0.5590759202453988,5.186046511627907,1.0
11.0,58.52024155669872,3.4489675516224185,0.5589723926380368,5.178890876565296,1.0
18.0,58.529635428315814,3.4448377581120946,0.5588688650306748,5.171735241502683,1.0
18.0,58.5390292999329,3.4407079646017698,0.5587653374233128,5.164579606440071,1.0
16.0,58.548423171549985,3.436578171091446,0.5586618098159509,5.15742397137746,1.0
14.0,58.55781704316708,3.432448377581121,0.5585582822085889,5.1502683363148485,1.0
12.0,58.56721091478416,3.428318584070796,0.558454754601227,5.143112701252235,1.0
14.0,58.576604786401255,3.424188790560472,0.558351226993865,5.135957066189624,1.0
16.0,58.58599865801834,3.4200589970501474,0.5582476993865031,5.1288014311270125,1.0
14.0,58.595392529635426,3.4159292035398234,0.5581441717791411,5.121645796064401,1.0
12.0,58.60478640125252,3.4117994100294986,0.5580406441717791,5.11449016100179,1.0
11.0,58.6141802728696,3.4076696165191738,0.5579371165644171,5.1073345259391765,1.0
13.0,58.623574144486696,3.40353982300885,0.5578335889570551,5.100178890876565,1.0
12.0,58.63296801610378,3.399410029498525,0.5577300613496932,5.093023255813954,1.0
15.0,58.64236188772087,3.395280235988201,0.5576265337423313,5.085867620751342,1.0
16.0,58.65175575933796,3.3911504424778762,0.5575230061349693,5.078711985688729,1.0
17.0,58.661149630955045,3.3870206489675514,0.5574194785276073,5.071556350626118,1.0
16.0,58.67054350257213,3.3828908554572275,0.5573159509202453,5.064400715563506,1.0
16.0,58.67993737418922,3.3787610619469026,0.5572124233128835,5.057245080500895,1.0
14.0,58.68933124580631,3.3746312684365787,0.5571088957055215,5.050089445438283,1.0
14.0,58.69872511742339,3.370501474926254,0.5570053680981595,5.04293381037567,1.0
15.0,58.708118989040486,3.366371681415929,0.5569018404907975,5.035778175313059,1.0
20.0,58.71751286065757,3.362241887905605,0.5567983128834355,5.028622540250447,1.0
18.0,58.72690673227466,3.3581120943952802,0.5566947852760735,5.021466905187836,1.0
22.0,58.73630060389175,3.3539823008849554,0.5565912576687116,5.014311270125223,1.0
20.0,58.745694475508834,3.3498525073746315,0.5564877300613497,5.007155635062611,1.0
31.0,58.75508834712592,3.3457227138643066,0.5563842024539877,5.0,1.0
30.0,58.76448221874301,3.3415929203539827,0.5562806748466258,4.992844364937389,1.0
33.0,58.7738760903601,3.337463126843658,0.5561771472392638,4.985688729874777,1.0
30.0,58.78326996197718,3.333333333333333,0.5560736196319018,4.978533094812164,1.0
23.0,58.792663833594276,3.329203539823009,0.5559700920245398,4.971377459749553,1.0
22.0,58.80205770521136,3.3250737463126843,0.5558665644171779,4.964221824686941,1.0
19.0,58.811451576828446,3.3209439528023603,0.5557630368098159,4.95706618962433,1.0
19.0,58.82084544844554,3.3168141592920355,0.555659509202454,4.949910554561717,1.0
22.0,58.830239320062624,3.3126843657817107,0.555555981595092,4.942754919499105,1.0
19.0,58.83963319167971,3.3085545722713867,0.55545245398773,4.935599284436494,1.0
18.0,58.8490270632968,3.304424778761062,0.555348926380368,4.928443649373882,1.0
21.0,58.85842093491389,3.300294985250738,0.5552453987730062,4.921288014311271,1.0
17.0,58.86781480653098,3.296165191740413,0.5551418711656442,4.914132379248658,1.0
20.0,58.877208678148065,3.2920353982300883,0.5550383435582822,4.906976744186046,1.0
22.0,58.88660254976515,3.2879056047197643,0.5549348159509202,4.899821109123435,1.0
20.0,58.89599642138224,3.2837758112094395,0.5548312883435582,4.8926654740608235,1.0
19.0,58.90539029299933,3.2796460176991147,0.5547277607361962,4.88550983899821,1.0
16.0,58.91478416461642,3.2755162241887907,0.5546242331288344,4.878354203935599,1.0
17.0,58.924178036233506,3.271386430678466,0.5545207055214724,4.8711985688729875,1.0
14.0,58.93357190785059,3.267256637168142,0.5544171779141104,4.864042933810376,1.0
17.0,58.942965779467684,3.263126843657817,0.5543136503067484,4.856887298747763,1.0
20.0,58.95235965108477,3.2589970501474923,0.5542101226993865,4.8497316636851515,1.0
17.0,58.961753522701855,3.2548672566371684,0.5541065950920245,4.84257602862254,1.0
17.0,58.97114739431895,3.2507374631268435,0.5540030674846625,4.835420393559929,1.0
22.0,58.98054126593603,3.2466076696165196,0.5538995398773006,4.828264758497317,1.0
32.0,58.98993513755312,3.2424778761061948,0.5537960122699386,4.821109123434704,1.0
27.0,58.99932900917021,3.23834808259587,0.5536924846625766,4.813953488372093,1.0
34.0,59.008722880787296,3.234218289085546,0.5535889570552147,4.806797853309481,1.0
25.0,59.01811675240438,3.230088495575221,0.5534854294478527,4.79964221824687,1.0
26.0,59.027510624021474,3.225958702064897,0.5533819018404907,4.792486583184257,1.0
26.0,59.03690449563856,3.2218289085545724,0.5532783742331289,4.785330948121645,1.0
20.0,59.046298367255645,3.2176991150442475,0.5531748466257669,4.778175313059034,1.0
20.0,59.05569223887274,3.2135693215339236,0.5530713190184049,4.7710196779964225,1.0
18.0,59.06508611048982,3.2094395280235988,0.5529677914110429,4.763864042933811,1.0
20.0,59.07447998210691,3.205309734513275,0.5528642638036809,4.756708407871198,1.0
22.0,59.083873853724,3.20117994100295,0.5527607361963189,4.7495527728085865,1.0
18.0,59.093267725341086,3.197050147492625,0.5526572085889571,4.742397137745975,1.0
16.0,59.10266159695817,3.1929203539823012,0.5525536809815951,4.735241502683364,1.0
15.0,59.112055468575264,3.1887905604719764,0.5524501533742331,4.7280858676207504,1.0
15.0,59.12144934019235,3.1846607669616516,0.5523466257668711,4.720930232558139,1.0
17.0,59.130843211809434,3.1805309734513276,0.5522430981595092,4.713774597495528,1.0
14.0,59.14023708342653,3.176401179941003,0.5521395705521472,4.706618962432916,1.0
16.0,59.14963095504361,3.172271386430679,0.5520360429447853,4.699463327370305,1.0
13.0,59.159024826660705,3.168141592920354,0.5519325153374233,4.692307692307692,1.0
15.0,59.16841869827779,3.164011799410029,0.5518289877300613,4.68515205724508,1.0
17.0,59.177812569894876,3.1598820058997052,0.5517254601226993,4.677996422182469,1.0
15.0,59.18720644151197,3.1557522123893804,0.5516219325153374,4.670840787119857,1.0
17.0,59.19660031312905,3.1516224188790565,0.5515184049079754,4.663685152057244,1.0
22.0,59.205994184746146,3.1474926253687316,0.5514148773006134,4.656529516994633,1.0
33.0,59.21538805636323,3.143362831858407,0.5513113496932515,4.649373881932021,1.0
31.0,59.22478192798032,3.139233038348083,0.5512078220858896,4.64221824686941,1.0
29.0,59.23417579959741,3.135103244837758,0.5511042944785276,4.635062611806799,1.0
28.0,59.243569671214495,3.130973451327434,0.5510007668711656,4.627906976744185,1.0
20.0,59.25296354283158,3.1268436578171093,0.5508972392638036,4.620751341681574,1.0
22.0,59.26235741444867,3.1227138643067844,0.5507937116564416,4.613595706618963,1.0
21.0,59.27175128606576,3.1185840707964605,0.5506901840490797,4.606440071556351,1.0
16.0,59.28114515768284,3.1144542772861357,0.5505866564417178,4.599284436493738,1.0
17.0,59.290539029299936,3.110324483775811,0.5504831288343558,4.592128801431127,1.0
19.0,59.29993290091702,3.106194690265487,0.5503796012269938,4.584973166368515,1.0
15.0,59.30932677253411,3.102064896755162,0.5502760736196319,4.577817531305904,1.0
18.0,59.3187206441512,3.097935103244838,0.55017254601227,4.570661896243292,1.0
22.0,59.328114515768284,3.0938053097345133,0.550069018404908,4.563506261180679,1.0
18.0,59.33750838738537,3.0896755162241885,0.549965490797546,4.556350626118068,1.0
23.0,59.34690225900246,3.0855457227138645,0.549861963190184,4.549194991055456,1.0
21.0,59.35629613061955,3.0814159292035397,0.549758435582822,4.542039355992845,1.0
20.0,59.36569000223663,3.0772861356932157,0.5496549079754601,4.534883720930232,1.0
16.0,59.375083873853725,3.073156342182891,0.5495513803680981,4.52772808586762,1.0
19.0,59.38447774547081,3.069026548672566,0.5494478527607362,4.520572450805009,1.0
19.0,59.393871617087896,3.064896755162242,0.5493443251533742,4.5134168157423975,1.0
16.0,59.40326548870499,3.0607669616519173,0.5492407975460123,4.506261180679786,1.0
14.0,59.412659360322074,3.0566371681415934,0.5491372699386503,4.499105545617173,1.0
16.0,59.42205323193916,3.0525073746312685,0.5490337423312883,4.4919499105545615,1.0
29.0,59.43144710355625,3.0483775811209437,0.5489302147239263,4.48479427549195,1.0
36.0,59.44084097517334,3.0442477876106198,0.5488266871165643,4.477638640429339,1.0
35.0,59.45023484679042,3.040117994100295,0.5487231595092024,4.4704830053667255,1.0
28.0,59.459628718407515,3.035988200589971,0.5486196319018405,4.463327370304114,1.0
25.0,59.4690225900246,3.031858407079646,0.5485161042944785,4.456171735241503,1.0
14.0,59.47841646164169,3.0277286135693213,0.5484125766871165,4.449016100178891,1.0
18.0,59.48781033325878,3.0235988200589974,0.5483090490797545,4.44186046511628,1.0
14.0,59.49720420487587,3.0194690265486726,0.5482055214723927,4.434704830053667,1.0
14.0,59.506598076492956,3.0153392330383477,0.5481019938650307,4.427549194991055,1.0
14.0,59.51599194811004,3.011209439528024,0.5479984662576687,4.420393559928444,1.0
16.0,59.525385819727134,3.007079646017699,0.5478949386503067,4.413237924865832,1.0
