pm25,pm10,o3,co,no2,so2
30.0,60.0,30.0,0.49,19.5,3.0
31.0,59.0,33.5,0.49,16.0,3.0
32.0,57.0,37.0,0.47,14.0,3.0
32.0,59.0,36.0,0.46,13.0,2.0
28.0,58.0,37.0,0.43,12.0,2.0
22.0,58.0,28.0,0.45,19.0,2.0
26.0,57.0,21.0,0.52,27.0,2.0
26.0,61.0,16.0,0.64,32.0,2.0
32.0,66.0,20.0,0.62,30.0,3.0
31.0,75.0,29.0,0.54,23.0,2.0
31.0,67.0,30.0,0.53,25.0,2.0
33.0,76.0,34.0,0.52,24.0,2.0
35.0,77.0,51.0,0.51,17.0,2.0
32.0,70.0,59.0,0.5,15.0,2.0
25.0,64.0,60.0,0.49,18.0,3.0
29.0,72.0,64.0,0.52,19.0,3.0
31.0,67.0,64.0,0.61,23.0,3.0
39.0,80.0,58.0,0.64,26.0,3.0
37.0,78.0,38.0,0.71,39.0,3.0
39.0,83.0,29.0,0.79,43.0,2.0
43.0,94.0,33.0,0.72,32.0,2.0
44.0,82.0,30.0,0.7,31.0,2.0
45.0,79.0,18.0,0.72,38.0,2.0
45.0,77.0,20.0,0.645,33.0,2.5
51.0,90.0,23.0,0.57,28.0,3.0
54.0,83.0,26.0,0.55,26.0,3.0
48.0,78.0,25.0,0.55,25.0,3.0
51.0,84.0,24.0,0.54,25.0,4.0
53.0,92.0,24.0,0.55,26.0,3.0
58.0,95.0,23.0,0.54,27.0,3.0
48.0,83.0,20.0,0.58,31.0,3.0
49.0,84.0,20.0,0.63,35.0,2.0
48.0,91.0,23.0,0.62,34.0,2.0
40.0,82.0,27.0,0.58,31.0,3.0
46.0,79.0,38.0,0.54,23.0,2.0
35.0,66.0,48.0,0.54,21.0,2.0
39.0,77.0,51.0,0.52,23.0,2.0
31.0,70.0,58.0,0.49,18.0,2.0
31.0,60.0,62.0,0.52,20.0,2.0
27.0,63.0,60.0,0.52,24.0,2.0
39.0,107.0,58.0,0.55,23.0,2.0
33.0,71.0,52.0,0.59,24.0,2.0
28.0,66.0,32.0,0.66,43.0,2.0
33.0,54.0,19.0,0.89,47.0,1.0
34.0,73.0,15.0,0.92,51.0,2.0
46.0,81.0,4.0,1.15,61.0,2.0
56.0,112.0,8.0,1.035,58.5,2.0
48.0,86.0,6.5,0.92,56.0,2.0
49.0,91.0,5.0,0.84,50.0,2.0
62.0,105.0,4.0,0.78,44.0,3.0
62.0,97.0,3.0,0.72,47.0,4.0
61.0,105.0,5.0,0.65,44.0,4.0
50.0,89.0,9.0,0.6,37.0,3.0
46.0,80.0,10.0,0.62,32.0,2.0
44.0,72.0,10.0,0.65,33.0,2.0
41.0,69.0,14.0,0.7,34.0,2.0
41.0,81.0,20.0,0.65,30.0,2.0
36.0,70.0,29.0,0.58,27.0,2.0
32.0,67.0,39.0,0.52,23.0,2.0
30.0,67.0,47.0,0.51,21.0,2.0
23.0,60.0,58.0,0.49,18.0,2.0
23.0,55.0,71.0,0.47,15.0,2.0
23.0,58.0,73.0,0.46,14.0,2.0
21.0,55.0,75.0,0.45,13.0,2.0
23.0,53.0,72.0,0.5,17.0,2.0
21.0,53.0,54.0,0.59,30.0,2.0
25.0,73.0,31.0,0.81,45.0,2.0
26.0,71.0,16.0,0.96,52.0,2.0
36.0,82.0,6.0,1.05,57.0,2.0
37.0,83.0,4.0,0.995,54.5,2.0
35.0,73.0,4.0,0.94,52.0,2.0
41.0,81.0,4.0,0.98,54.0,1.0
50.0,84.0,9.0,0.79,47.0,1.0
50.0,77.0,11.0,0.76,42.0,1.0
52.0,83.0,10.0,0.71,34.0,1.0
55.0,88.0,4.0,0.63,42.0,3.0
49.0,83.0,5.0,0.62,42.0,3.0
38.0,71.0,6.0,0.67,34.0,2.0
46.0,77.0,7.0,0.71,28.0,2.0
48.0,78.0,9.0,0.76,28.0,2.0
51.0,90.0,20.0,0.66,28.0,2.0
40.0,80.0,30.0,0.57,26.0,2.0
33.0,62.0,42.0,0.53,20.0,2.0
27.0,60.0,56.0,0.49,16.0,2.0
26.0,58.0,68.0,0.48,14.0,2.0
27.0,55.0,76.5,0.47,14.0,2.0
36.0,57.0,85.0,0.46,14.0,2.0
24.0,49.0,82.0,0.46,11.0,2.0
19.0,56.0,69.0,0.51,19.0,2.0
20.0,58.0,65.0,0.54,17.0,2.0
21.0,47.0,52.0,0.58,20.0,2.0
21.0,50.0,33.0,0.72,31.0,1.0
31.0,64.0,32.0,0.735,30.5,1.5
37.0,69.0,30.0,0.75,30.0,2.0
47.0,72.0,28.0,0.75,31.0,2.0
47.0,73.0,34.0,0.64,25.0,2.0
47.0,66.0,36.0,0.58,20.0,2.0
41.0,76.0,30.0,0.62,18.0,2.0
53.0,77.0,19.0,0.67,20.0,3.0
63.0,88.0,14.0,0.67,21.0,3.0
67.0,88.0,14.0,0.66,21.0,5.0
60.0,84.0,12.0,0.66,21.0,5.0
53.0,81.0,7.0,0.7,26.0,5.0
52.0,80.0,10.0,0.75,27.0,5.0
49.0,77.0,19.0,0.66,28.0,4.0
44.0,78.0,30.0,0.6,27.0,4.0
35.0,57.0,44.0,0.57,22.0,3.0
27.0,58.0,55.0,0.54,19.0,3.0
24.0,58.0,72.0,0.49,12.0,3.0
26.0,51.0,86.0,0.48,8.0,2.0
35.0,46.0,88.0,0.48,9.0,2.0
23.0,45.0,83.0,0.5,8.0,2.0
23.0,63.0,76.0,0.51,8.0,2.0
23.0,49.0,63.0,0.52,10.0,2.0
26.0,45.0,38.0,0.67,20.0,5.0
27.0,50.0,28.0,0.795,28.5,4.0
33.0,63.0,26.5,0.92,37.0,3.0
42.0,64.0,25.0,0.83,31.0,2.0
44.0,65.0,30.0,0.76,19.0,3.0
59.0,86.0,28.0,0.74,18.0,12.0
57.0,82.0,27.0,0.7,17.0,16.0
61.0,82.0,25.0,0.66,15.0,9.0
58.0,84.0,26.0,0.61,12.0,5.0
54.0,76.0,26.0,0.58,11.0,4.0
50.0,68.0,22.0,0.58,12.0,5.0
49.0,65.0,18.0,0.57,15.0,5.0
52.0,69.0,15.0,0.62,16.0,3.0
53.0,72.0,16.0,0.69,17.0,2.0
58.0,80.0,25.0,0.63,14.0,3.0
47.0,77.0,36.0,0.62,15.0,4.0
45.0,73.0,49.0,0.56,14.0,3.0
36.0,59.0,65.0,0.51,10.0,2.0
28.0,49.0,80.0,0.48,6.0,2.0
24.0,50.0,82.0,0.45,5.0,1.0
19.0,45.0,85.0,0.46,4.0,1.0
24.0,47.0,86.0,0.5,4.0,1.0
28.0,57.0,79.0,0.48,4.0,1.0
21.0,44.0,66.0,0.47,5.0,1.0
18.0,33.0,50.0,0.55,10.5,1.5
22.0,38.0,43.0,0.63,16.0,2.0
27.0,53.0,36.0,0.66,18.0,2.0
29.0,49.0,26.0,0.72,22.0,2.0
35.0,57.0,30.0,0.68,21.0,1.0
37.0,55.0,42.0,0.65,14.0,1.0
38.0,55.0,40.0,0.55,10.0,1.0
33.0,45.0,35.0,0.53,10.0,5.0
40.0,58.0,30.0,0.55,10.0,8.0
38.0,54.0,29.0,0.55,9.0,6.0
38.0,64.0,25.0,0.57,9.0,4.0
43.0,57.0,20.0,0.58,11.0,2.0
48.0,60.0,18.0,0.61,12.0,2.0
46.0,64.0,17.0,0.65,13.0,2.0
49.0,68.0,25.0,0.64,12.0,2.0
48.0,64.0,32.0,0.63,15.0,4.0
43.0,62.0,46.0,0.6,15.0,4.0
34.0,58.0,62.0,0.55,12.0,3.0
29.0,47.0,72.0,0.47,8.0,2.0
26.0,34.0,78.0,0.45,5.0,2.0
23.0,33.0,77.0,0.42,4.0,1.0
20.0,33.0,76.0,0.41,4.0,1.0
18.0,30.0,75.0,0.42,6.0,1.0
14.0,29.0,67.0,0.485,8.0,1.0
17.0,35.0,50.0,0.55,10.0,1.0
19.0,38.0,33.0,0.65,18.0,1.0
26.0,54.0,28.0,0.63,20.0,2.0
30.0,47.0,27.0,0.66,20.0,2.0
38.0,57.0,26.0,0.66,20.0,1.0
44.0,55.0,20.0,0.71,20.0,1.0
42.0,63.0,29.0,0.55,14.0,4.0
39.0,68.0,28.995080500894453,0.5499284436493739,14.003577817531307,3.9991055456171734
39.0,69.0,28.99016100178891,0.5498568872987478,14.007155635062611,3.998211091234347
40.0,66.0,28.985241502683362,0.5497853309481217,14.010733452593918,3.9973166368515205
39.0,61.0,28.980322003577818,0.5497137745974956,14.014311270125223,3.9964221824686943
38.0,59.0,28.97540250447227,0.5496422182468694,14.01788908765653,3.9955277280858676
38.0,58.0,28.970483005366727,0.5495706618962434,14.021466905187836,3.994633273703041
37.0,57.0,28.96556350626118,0.5494991055456172,14.02504472271914,3.993738819320215
41.0,65.0,28.960644007155636,0.5494275491949911,14.028622540250447,3.992844364937388
42.0,75.0,28.95572450805009,0.549355992844365,14.032200357781754,3.9919499105545615
23.0,43.0,28.950805008944545,0.5492844364937388,14.035778175313059,3.9910554561717353
17.0,38.0,28.945885509838998,0.5492128801431128,14.039355992844365,3.9901610017889086
19.0,36.0,28.94096601073345,0.5491413237924866,14.04293381037567,3.9892665474060824
22.0,42.0,28.936046511627907,0.5490697674418605,14.046511627906977,3.988372093023256
17.0,36.0,28.93112701252236,0.5489982110912344,14.050089445438283,3.987477638640429
20.0,40.0,28.926207513416816,0.5489266547406083,14.053667262969588,3.986583184257603
22.0,44.0,28.92128801431127,0.5488550983899821,14.057245080500895,3.9856887298747763
24.0,42.0,28.916368515205725,0.5487835420393561,14.0608228980322,3.98479427549195
23.0,40.0,28.91144901610018,0.5487119856887299,14.064400715563506,3.9838998211091234
21.0,40.0,28.906529516994635,0.5486404293381038,14.067978533094813,3.983005366726297
23.0,42.0,28.901610017889087,0.5485688729874777,14.071556350626118,3.9821109123434706
25.0,44.0,28.896690518783544,0.5484973166368515,14.075134168157424,3.981216457960644
27.0,48.0,28.891771019677996,0.5484257602862255,14.078711985688729,3.9803220035778177
34.0,60.0,28.88685152057245,0.5483542039355993,14.082289803220036,3.979427549194991
42.0,72.0,28.881932021466906,0.5482826475849732,14.085867620751342,3.9785330948121644
46.0,80.0,28.87701252236136,0.5482110912343471,14.089445438282647,3.9776386404293382
9.0,19.0,28.872093023255815,0.548139534883721,14.093023255813954,3.9767441860465116
13.0,24.0,28.867173524150267,0.5480679785330949,14.09660107334526,3.975849731663685
19.0,35.0,28.862254025044724,0.5479964221824687,14.100178890876565,3.9749552772808587
19.0,33.0,28.857334525939176,0.5479248658318426,14.103756708407872,3.974060822898032
13.0,25.0,28.852415026833633,0.5478533094812165,14.107334525939176,3.973166368515206
14.0,27.0,28.847495527728086,0.5477817531305904,14.110912343470483,3.9722719141323792
16.0,32.0,28.842576028622542,0.5477101967799642,14.11449016100179,3.9713774597495526
30.0,52.0,28.837656529516995,0.5476386404293382,14.118067978533094,3.9704830053667264
20.0,36.0,28.832737030411447,0.547567084078712,14.121645796064401,3.9695885509838997
15.0,33.0,28.827817531305904,0.547495527728086,14.125223613595706,3.9686940966010735
13.0,26.0,28.822898032200357,0.5474239713774598,14.128801431127012,3.967799642218247
12.0,25.0,28.817978533094813,0.5473524150268336,14.132379248658319,3.9669051878354202
12.0,23.0,28.813059033989266,0.5472808586762076,14.135957066189624,3.966010733452594
12.0,25.0,28.808139534883722,0.5472093023255814,14.13953488372093,3.9651162790697674
11.0,21.0,28.803220035778175,0.5471377459749553,14.143112701252235,3.964221824686941
11.0,24.0,28.79830053667263,0.5470661896243292,14.146690518783542,3.9633273703041145
12.0,25.0,28.793381037567084,0.5469946332737031,14.150268336314848,3.962432915921288
23.0,43.0,28.78846153846154,0.546923076923077,14.153846153846153,3.9615384615384617
21.0,39.0,28.783542039355993,0.5468515205724509,14.15742397137746,3.960644007155635
25.0,46.0,28.778622540250446,0.5467799642218247,14.161001788908766,3.9597495527728084
25.0,50.0,28.773703041144902,0.5467084078711986,14.164579606440071,3.958855098389982
35.0,63.0,28.768783542039355,0.5466368515205725,14.168157423971378,3.9579606440071555
39.0,71.0,28.76386404293381,0.5465652951699463,14.171735241502683,3.9570661896243293
36.0,65.0,28.758944543828264,0.5464937388193203,14.17531305903399,3.9561717352415027
39.0,71.0,28.75402504472272,0.5464221824686941,14.178890876565296,3.955277280858676
34.0,70.0,28.749105545617173,0.5463506261180681,14.1824686940966,3.95438282647585
22.0,46.0,28.74418604651163,0.5462790697674419,14.186046511627907,3.953488372093023
21.0,44.0,28.739266547406082,0.5462075134168158,14.189624329159212,3.952593917710197
20.0,44.0,28.73434704830054,0.5461359570661897,14.193202146690519,3.9516994633273703
20.0,42.0,28.72942754919499,0.5460644007155635,14.196779964221825,3.9508050089445437
21.0,44.0,28.724508050089444,0.5459928443649374,14.20035778175313,3.9499105545617175
26.0,56.0,28.7195885509839,0.5459212880143113,14.203935599284437,3.949016100178891
23.0,49.0,28.714669051878353,0.5458497316636852,14.207513416815742,3.9481216457960646
21.0,44.0,28.70974955277281,0.545778175313059,14.211091234347048,3.947227191413238
18.0,39.0,28.704830053667262,0.545706618962433,14.214669051878355,3.9463327370304113
22.0,42.0,28.69991055456172,0.5456350626118068,14.21824686940966,3.945438282647585
14.0,28.0,28.69499105545617,0.5455635062611808,14.221824686940966,3.9445438282647585
14.0,29.0,28.690071556350627,0.5454919499105546,14.225402504472273,3.943649373881932
17.0,33.0,28.68515205724508,0.5454203935599284,14.228980322003578,3.9427549194991056
17.0,33.0,28.680232558139537,0.5453488372093024,14.232558139534884,3.941860465116279
15.0,31.0,28.67531305903399,0.5452772808586762,14.236135957066189,3.9409660107334528
15.0,32.0,28.670393559928442,0.5452057245080502,14.239713774597496,3.940071556350626
19.0,41.0,28.6654740608229,0.545134168157424,14.243291592128802,3.9391771019677995
21.0,45.0,28.66055456171735,0.5450626118067979,14.246869409660107,3.9382826475849733
19.0,42.0,28.655635062611807,0.5449910554561718,14.250447227191414,3.9373881932021466
23.0,50.0,28.65071556350626,0.5449194991055457,14.254025044722718,3.9364937388193204
20.0,38.0,28.645796064400717,0.5448479427549195,14.257602862254025,3.9355992844364938
29.0,51.0,28.64087656529517,0.5447763864042934,14.261180679785332,3.934704830053667
32.0,55.0,28.635957066189626,0.5447048300536673,14.264758497316636,3.933810375670841
25.0,40.0,28.63103756708408,0.5446332737030412,14.268336314847943,3.9329159212880143
29.0,49.0,28.626118067978535,0.5445617173524151,14.271914132379248,3.932021466905188
32.0,51.0,28.621198568872988,0.5444901610017889,14.275491949910554,3.9311270125223614
29.0,46.0,28.61627906976744,0.5444186046511629,14.279069767441861,3.9302325581395348
30.0,47.0,28.611359570661897,0.5443470483005367,14.282647584973166,3.9293381037567086
33.0,58.0,28.60644007155635,0.5442754919499107,14.286225402504472,3.928443649373882
34.0,61.0,28.601520572450806,0.5442039355992845,14.289803220035779,3.9275491949910553
23.0,38.0,28.59660107334526,0.5441323792486583,14.293381037567084,3.926654740608229
15.0,27.0,28.591681574239715,0.5440608228980323,14.29695885509839,3.9257602862254024
13.0,25.0,28.586762075134168,0.5439892665474061,14.300536672629695,3.924865831842576
13.0,24.0,28.581842576028624,0.54391771019678,14.304114490161002,3.9239713774597496
14.0,25.0,28.576923076923077,0.5438461538461539,14.307692307692308,3.923076923076923
12.0,24.0,28.572003577817533,0.5437745974955278,14.311270125223613,3.9221824686940967
10.0,23.0,28.567084078711986,0.5437030411449016,14.31484794275492,3.92128801431127
10.0,20.0,28.56216457960644,0.5436314847942756,14.318425760286225,3.920393559928444
11.0,22.0,28.557245080500895,0.5435599284436494,14.322003577817531,3.919499105545617
15.0,30.0,28.552325581395348,0.5434883720930233,14.325581395348838,3.9186046511627906
23.0,45.0,28.547406082289804,0.5434168157423972,14.329159212880143,3.9177101967799643
31.0,53.0,28.542486583184257,0.543345259391771,14.33273703041145,3.9168157423971377
43.0,73.0,28.537567084078713,0.543273703041145,14.336314847942756,3.915921288014311
44.0,70.0,28.532647584973166,0.5432021466905188,14.33989266547406,3.915026833631485
38.0,58.0,28.527728085867622,0.5431305903398927,14.343470483005367,3.914132379248658
39.0,62.0,28.522808586762075,0.5430590339892666,14.347048300536672,3.913237924865832
36.0,57.0,28.51788908765653,0.5429874776386405,14.350626118067979,3.9123434704830053
30.0,45.0,28.512969588550984,0.5429159212880144,14.354203935599285,3.9114490161001787
29.0,44.0,28.508050089445437,0.5428443649373882,14.35778175313059,3.9105545617173525
31.0,52.0,28.503130590339893,0.5427728085867621,14.361359570661897,3.909660107334526
32.0,53.0,28.498211091234346,0.542701252236136,14.364937388193201,3.9087656529516996
31.0,53.0,28.493291592128802,0.5426296958855099,14.368515205724508,3.907871198568873
36.0,63.0,28.488372093023255,0.5425581395348837,14.372093023255815,3.9069767441860463
49.0,84.0,28.48345259391771,0.5424865831842577,14.37567084078712,3.90608228980322
45.0,80.0,28.478533094812164,0.5424150268336315,14.379248658318426,3.9051878354203935
30.0,50.0,28.47361359570662,0.5423434704830055,14.38282647584973,3.9042933810375673
28.0,46.0,28.468694096601073,0.5422719141323793,14.386404293381037,3.9033989266547406
26.0,43.0,28.46377459749553,0.5422003577817531,14.389982110912344,3.902504472271914
23.0,43.0,28.458855098389982,0.5421288014311271,14.393559928443649,3.901610017889088
23.0,38.0,28.453935599284435,0.5420572450805009,14.397137745974955,3.900715563506261
24.0,42.0,28.44901610017889,0.5419856887298748,14.400715563506262,3.8998211091234345
32.0,54.0,28.444096601073344,0.5419141323792487,14.404293381037567,3.8989266547406083
42.0,64.0,28.4391771019678,0.5418425760286226,14.407871198568873,3.8980322003577816
22.0,34.0,28.434257602862253,0.5417710196779965,14.411449016100178,3.8971377459749554
23.0,33.0,28.42933810375671,0.5416994633273704,14.415026833631485,3.896243291592129
33.0,46.0,28.424418604651162,0.5416279069767442,14.418604651162791,3.895348837209302
30.0,44.0,28.41949910554562,0.5415563506261181,14.422182468694096,3.894454382826476
32.0,51.0,28.41457960644007,0.541484794275492,14.425760286225403,3.8935599284436493
33.0,53.0,28.409660107334528,0.5414132379248658,14.429338103756708,3.892665474060823
33.0,50.0,28.40474060822898,0.5413416815742398,14.432915921288014,3.8917710196779964
34.0,52.0,28.399821109123433,0.5412701252236136,14.43649373881932,3.89087656529517
35.0,54.0,28.39490161001789,0.5411985688729876,14.440071556350626,3.8899821109123436
35.0,55.0,28.389982110912342,0.5411270125223614,14.443649373881932,3.889087656529517
36.0,55.0,28.3850626118068,0.5410554561717353,14.447227191413237,3.8881932021466907
47.0,74.0,28.38014311270125,0.5409838998211092,14.450805008944544,3.887298747763864
59.0,90.0,28.375223613595708,0.540912343470483,14.45438282647585,3.8864042933810374
62.0,106.0,28.37030411449016,0.540840787119857,14.457960644007155,3.8855098389982112
53.0,88.0,28.365384615384617,0.5407692307692308,14.461538461538462,3.8846153846153846
43.0,68.0,28.36046511627907,0.5406976744186047,14.465116279069768,3.883720930232558
29.0,46.0,28.355545617173526,0.5406261180679786,14.468694096601073,3.8828264758497317
22.0,38.0,28.35062611806798,0.5405545617173525,14.47227191413238,3.881932021466905
18.0,31.0,28.34570661896243,0.5404830053667263,14.475849731663684,3.881037567084079
20.0,35.0,28.340787119856888,0.5404114490161003,14.479427549194991,3.8801431127012522
23.0,40.0,28.33586762075134,0.5403398926654741,14.483005366726298,3.8792486583184256
23.0,39.0,28.330948121645797,0.5402683363148479,14.486583184257602,3.8783542039355994
27.0,44.0,28.32602862254025,0.5401967799642219,14.490161001788909,3.8774597495527727
29.0,51.0,28.321109123434706,0.5401252236135957,14.493738819320214,3.8765652951699465
36.0,67.0,28.31618962432916,0.5400536672629697,14.49731663685152,3.87567084078712
13.0,36.0,28.311270125223615,0.5399821109123435,14.500894454382827,3.8747763864042932
22.0,38.0,28.306350626118068,0.5399105545617174,14.504472271914132,3.873881932021467
23.0,39.0,28.301431127012524,0.5398389982110913,14.508050089445439,3.8729874776386404
16.0,26.0,28.296511627906977,0.5397674418604652,14.511627906976745,3.8720930232558137
15.0,24.0,28.29159212880143,0.539695885509839,14.51520572450805,3.8711985688729875
9.0,15.0,28.286672629695886,0.5396243291592129,14.518783542039357,3.870304114490161
9.0,17.0,28.28175313059034,0.5395527728085868,14.522361359570661,3.8694096601073347
9.0,17.0,28.276833631484795,0.5394812164579607,14.525939177101968,3.868515205724508
10.0,17.0,28.271914132379248,0.5394096601073346,14.529516994633275,3.8676207513416814
19.0,38.0,28.266994633273704,0.5393381037567084,14.53309481216458,3.866726296958855
14.0,29.0,28.262075134168157,0.5392665474060824,14.536672629695886,3.8658318425760285
16.0,32.0,28.257155635062613,0.5391949910554562,14.54025044722719,3.8649373881932023
25.0,50.0,28.252236135957066,0.5391234347048302,14.543828264758497,3.8640429338103757
28.0,47.0,28.247316636851522,0.539051878354204,14.547406082289804,3.863148479427549
23.0,42.0,28.242397137745975,0.5389803220035778,14.550983899821109,3.862254025044723
11.0,25.0,28.237477638640428,0.5389087656529518,14.554561717352415,3.861359570661896
8.0,20.0,28.232558139534884,0.5388372093023256,14.55813953488372,3.86046511627907
7.0,19.0,28.227638640429337,0.5387656529516995,14.561717352415027,3.8595706618962433
8.0,18.0,28.222719141323793,0.5386940966010734,14.565295169946333,3.8586762075134167
9.0,19.0,28.217799642218246,0.5386225402504473,14.568872987477638,3.8577817531305905
11.0,22.0,28.212880143112702,0.5385509838998211,14.572450805008945,3.856887298747764
12.0,24.0,28.207960644007155,0.5384794275491951,14.57602862254025,3.8559928443649376
12.0,27.0,28.20304114490161,0.5384078711985689,14.579606440071556,3.855098389982111
15.0,27.0,28.198121645796064,0.5383363148479428,14.583184257602863,3.8542039355992843
16.0,29.0,28.193202146690517,0.5382647584973167,14.586762075134168,3.853309481216458
20.0,35.0,28.188282647584973,0.5381932021466905,14.590339892665474,3.8524150268336315
18.0,31.0,28.183363148479426,0.5381216457960645,14.59391771019678,3.851520572450805
16.0,28.0,28.178443649373882,0.5380500894454383,14.597495527728086,3.8506261180679786
17.0,30.0,28.173524150268335,0.5379785330948123,14.601073345259392,3.849731663685152
17.0,30.0,28.16860465116279,0.5379069767441861,14.604651162790697,3.8488372093023258
18.0,30.0,28.163685152057244,0.53783542039356,14.608228980322004,3.847942754919499
19.0,32.0,28.1587656529517,0.5377638640429339,14.61180679785331,3.8470483005366725
20.0,38.0,28.153846153846153,0.5376923076923077,14.615384615384615,3.8461538461538463
22.0,40.0,28.14892665474061,0.5376207513416816,14.618962432915922,3.8452593917710196
25.0,44.0,28.144007155635062,0.5375491949910555,14.622540250447226,3.8443649373881934
26.0,48.0,28.13908765652952,0.5374776386404294,14.626118067978533,3.8434704830053668
35.0,77.0,28.13416815742397,0.5374060822898032,14.62969588550984,3.84257602862254
32.0,66.0,28.129248658318424,0.5373345259391772,14.633273703041144,3.841681574239714
32.0,59.0,28.12432915921288,0.537262969588551,14.636851520572451,3.8407871198568873
31.0,56.0,28.119409660107333,0.537191413237925,14.640429338103758,3.8398926654740606
22.0,39.0,28.11449016100179,0.5371198568872988,14.644007155635062,3.8389982110912344
18.0,31.0,28.109570661896242,0.5370483005366726,14.647584973166369,3.8381037567084078
19.0,34.0,28.1046511627907,0.5369767441860466,14.651162790697674,3.8372093023255816
20.0,39.0,28.09973166368515,0.5369051878354204,14.65474060822898,3.836314847942755
21.0,37.0,28.094812164579608,0.5368336314847943,14.658318425760287,3.8354203935599283
21.0,40.0,28.08989266547406,0.5367620751341682,14.661896243291592,3.834525939177102
20.0,37.0,28.084973166368513,0.5366905187835421,14.665474060822898,3.8336314847942754
21.0,43.0,28.08005366726297,0.536618962432916,14.669051878354203,3.832737030411449
53.0,90.0,28.075134168157422,0.5365474060822898,14.67262969588551,3.8318425760286225
65.0,106.0,28.07021466905188,0.5364758497316637,14.676207513416816,3.830948121645796
69.0,112.0,28.06529516994633,0.5364042933810376,14.679785330948121,3.8300536672629697
62.0,95.0,28.060375670840788,0.5363327370304115,14.683363148479428,3.829159212880143
60.0,94.0,28.05545617173524,0.5362611806797853,14.686940966010734,3.8282647584973164
59.0,92.0,28.050536672629697,0.5361896243291593,14.69051878354204,3.82737030411449
56.0,90.0,28.04561717352415,0.5361180679785331,14.694096601073346,3.8264758497316635
50.0,76.0,28.040697674418606,0.5360465116279071,14.69767441860465,3.8255813953488373
43.0,68.0,28.03577817531306,0.5359749552772809,14.701252236135957,3.8246869409660107
42.0,65.0,28.030858676207515,0.5359033989266547,14.704830053667262,3.8237924865831845
41.0,64.0,28.025939177101968,0.5358318425760287,14.708407871198569,3.822898032200358
49.0,78.0,28.02101967799642,0.5357602862254025,14.711985688729875,3.822003577817531
50.0,79.0,28.016100178890877,0.5356887298747764,14.71556350626118,3.821109123434705
46.0,79.0,28.01118067978533,0.5356171735241503,14.719141323792487,3.8202146690518783
42.0,72.0,28.006261180679786,0.5355456171735242,14.722719141323793,3.8193202146690517
41.0,68.0,28.00134168157424,0.5354740608228981,14.726296958855098,3.8184257602862255
40.0,64.0,27.996422182468695,0.535402504472272,14.729874776386405,3.817531305903399
43.0,67.0,27.991502683363148,0.5353309481216458,14.73345259391771,3.8166368515205726
44.0,69.0,27.986583184257604,0.5352593917710197,14.737030411449016,3.815742397137746
43.0,62.0,27.981663685152057,0.5351878354203936,14.740608228980323,3.8148479427549193
42.0,64.0,27.97674418604651,0.5351162790697674,14.744186046511627,3.813953488372093
43.0,67.0,27.971824686940966,0.5350447227191414,14.747763864042934,3.8130590339892665
45.0,69.0,27.96690518783542,0.5349731663685152,14.751341681574239,3.8121645796064403
54.0,82.0,27.961985688729875,0.5349016100178892,14.754919499105545,3.8112701252236136
72.0,103.0,27.957066189624328,0.534830053667263,14.758497316636852,3.810375670840787
81.0,117.0,27.952146690518784,0.5347584973166369,14.762075134168157,3.809481216457961
91.0,124.0,27.947227191413237,0.5346869409660108,14.765652951699463,3.808586762075134
90.0,123.0,27.942307692307693,0.5346153846153846,14.76923076923077,3.8076923076923075
85.0,114.0,27.937388193202146,0.5345438282647585,14.772808586762075,3.8067978533094813
86.0,117.0,27.932468694096602,0.5344722719141324,14.776386404293381,3.8059033989266546
81.0,115.0,27.927549194991055,0.5344007155635063,14.779964221824686,3.8050089445438284
78.0,107.0,27.92262969588551,0.5343291592128802,14.783542039355993,3.804114490161002
78.0,106.0,27.917710196779964,0.5342576028622541,14.7871198568873,3.803220035778175
81.0,107.0,27.912790697674417,0.5341860465116279,14.790697674418604,3.802325581395349
85.0,113.0,27.907871198568873,0.5341144901610019,14.79427549194991,3.8014311270125223
89.0,118.0,27.902951699463326,0.5340429338103757,14.797853309481216,3.800536672629696
99.0,142.0,27.898032200357783,0.5339713774597495,14.801431127012522,3.7996422182468694
112.0,157.0,27.893112701252235,0.5338998211091235,14.805008944543829,3.798747763864043
95.0,134.0,27.88819320214669,0.5338282647584973,14.808586762075134,3.7978533094812166
79.0,113.0,27.883273703041144,0.5337567084078713,14.81216457960644,3.79695885509839
58.0,88.0,27.8783542039356,0.5336851520572451,14.815742397137747,3.7960644007155633
49.0,68.0,27.873434704830053,0.533613595706619,14.819320214669052,3.795169946332737
49.0,69.0,27.868515205724506,0.5335420393559929,14.822898032200358,3.7942754919499104
48.0,67.0,27.863595706618963,0.5334704830053668,14.826475849731663,3.7933810375670842
61.0,86.0,27.858676207513415,0.5333989266547406,14.83005366726297,3.7924865831842576
72.0,98.0,27.85375670840787,0.5333273703041145,14.833631484794276,3.791592128801431
63.0,83.0,27.848837209302324,0.5332558139534884,14.837209302325581,3.7906976744186047
58.0,85.0,27.84391771019678,0.5331842576028623,14.840787119856888,3.789803220035778
51.0,77.0,27.838998211091234,0.5331127012522362,14.844364937388193,3.788908765652952
42.0,63.0,27.83407871198569,0.53304114490161,14.847942754919499,3.7880143112701252
43.0,59.0,27.829159212880143,0.532969588550984,14.851520572450806,3.7871198568872986
42.0,55.0,27.8242397137746,0.5328980322003578,14.85509838998211,3.7862254025044724
